latitude,longitude,store_name,code,imei,continent,city
34.09668,-117.71978,Claremont,US,863033069630348859,America,Los_Angeles
60.2052,24.6522,Espoo,FI,3590433799317662139,Europe,Helsinki
38.17492,-122.2608,American Canyon,US,359043379931766734,America,Los_Angeles
3.7278,98.6738,Labuhan Deli,ID,8630330696303482402,Asia,Jakarta
30.5427,-97.54667,Hutto,US,359043379931766114,America,Chicago
9.6531,124.3697,Jagna,PH,359043379931766411,Asia,Manila
43.1009,-75.23266,Utica,US,359043379931766346,America,New_York
49.183239,15.454273,Telč,CZ,3590433799317661149,Europe,Prague
36.08497,9.37082,Siliana,TN,863033069630348875,Africa,Tunis
-10.91111,-37.07167,Aracaju,BR,863033069630348859,America,Maceio
51.67822,33.9162,Hlukhiv,UA,8630330696303482170,Europe,Kyiv
34.25807,-88.70464,Tupelo,US,863033069630348529,America,Chicago
34.63915,-120.45794,Lompoc,US,8630330696303481966,America,Los_Angeles
46.75451,33.34864,Nova Kakhovka,UA,8630330696303482345,Europe,Kyiv
55.8736,85.4265,Yashkino,RU,863033069630348065,Asia,Novokuznetsk
18.20854,-71.10077,Santa Cruz de Barahona,DO,3590433799317661073,America,Santo_Domingo
-4.24444,-42.29444,Barras,BR,8630330696303481941,America,Fortaleza
48.8765,2.18967,Rueil-Malmaison,FR,8630330696303481446,Europe,Paris
41.91886,8.73812,Ajaccio,FR,3590433799317662022,Europe,Paris
13.70167,-89.10944,Ilopango,SV,863033069630348487,America,El_Salvador
45.39402,9.29109,San Giuliano Milanese,IT,8630330696303481263,Europe,Rome
0.03813,36.36339,Nyahururu,KE,8630330696303481818,Africa,Nairobi
10.7375,122.9666,Talisay,PH,8630330696303481248,Asia,Manila
50.26729,-119.27337,Vernon,CA,359043379931766833,America,Vancouver
6.15038,6.83042,Nkpor,NG,863033069630348271,Africa,Lagos
37.31309,40.74357,Mardin,TR,3590433799317661628,Europe,Istanbul
-27.4338,-65.61427,Aguilares,AR,359043379931766973,America,Tucuman
48.52961,12.16179,Landshut,DE,8630330696303481776,Europe,Berlin
48.975658,14.480255,České Budějovice,CZ,8630330696303482022,Europe,Prague
43.16547,-77.70066,Gates-North Gates,US,3590433799317661065,America,New_York
36.33011,138.89585,Annaka,JP,3590433799317661669,Asia,Tokyo
51.04962,12.1369,Zeitz,DE,8630330696303482295,Europe,Berlin
-11.48472,-37.93278,Rio Real,BR,8630330696303482360,America,Bahia
39.32288,-76.72803,Woodlawn,US,3590433799317662386,America,New_York
28.98002,77.70636,Meerut,IN,8630330696303482188,Asia,Kolkata
20.74122,-100.44843,Santa Rosa Jauregui,MX,8630330696303481180,America,Mexico_City
46.08333,122.08333,Ulanhot,CN,8630330696303481727,Asia,Shanghai
53.38333,-0.76667,Gainsborough,GB,3590433799317661628,Europe,London
44.75874,19.21437,Bijeljina,BA,3590433799317661750,Europe,Sarajevo
27.52948,68.75915,Khairpur Mir‚Äôs,PK,863033069630348651,Asia,Karachi
43.35071,46.10925,Gudermes,RU,8630330696303481297,Europe,Moscow
10.13361,124.84472,Maasin,PH,863033069630348339,Asia,Manila
33.37526,74.3092,Rajaori,IN,3590433799317661941,Asia,Kolkata
-29.2975,-51.50361,Carlos Barbosa,BR,359043379931766148,America,Sao_Paulo
43.86682,-79.2663,Markham,CA,3590433799317662030,America,Toronto
22.83957,91.84128,Manikchari,BD,359043379931766825,Asia,Dhaka
54.03876,43.91385,Kovylkino,RU,863033069630348404,Europe,Moscow
20.88098,75.11937,Parola,IN,863033069630348578,Asia,Kolkata
-34.64966,-58.38341,Barracas,AR,359043379931766395,America,Buenos_Aires
44.75874,19.21437,Bijeljina,BA,863033069630348826,Europe,Sarajevo
-34.28853,146.05093,Griffith,AU,8630330696303481297,Australia,Sydney
38.96667,-0.18333,Gandia,ES,863033069630348925,Europe,Madrid
33.43443,-5.22126,Azrou,MA,8630330696303481768,Africa,Casablanca
-34.74785,-58.70072,Pontevedra,AR,8630330696303481826,America,Buenos_Aires
51.35084,-1.99421,Devizes,GB,8630330696303481958,Europe,London
10.98778,-74.95472,Puerto Colombia,CO,8630330696303481107,America,Bogota
22.88783,84.13864,Jashpurnagar,IN,8630330696303482287,Asia,Kolkata
3.02013,30.91105,Arua,UG,8630330696303482246,Africa,Kampala
48.43174,17.8031,Hlohovec,SK,359043379931766130,Europe,Bratislava
48.8765,2.18967,Rueil-Malmaison,FR,359043379931766627,Europe,Paris
33.7207,-116.21677,Indio,US,3590433799317661750,America,Los_Angeles
11.50526,77.23826,Sathyamangalam,IN,3590433799317662055,Asia,Kolkata
-6.48167,106.85417,Cibinong,ID,863033069630348339,Asia,Jakarta
15.46063,99.89166,Thap Than,TH,359043379931766122,Asia,Bangkok
49.41029,38.15035,Svatove,UA,3590433799317661289,Europe,Zaporozhye
4.92675,6.26764,Yenagoa,NG,863033069630348321,Africa,Lagos
32.17629,75.06583,Fazilpur,PK,863033069630348636,Asia,Karachi
33.76446,-117.79394,North Tustin,US,3590433799317661073,America,Los_Angeles
27.0174,49.62251,Al Jubayl,SA,8630330696303481081,Asia,Riyadh
49.03685,8.70745,Bretten,DE,863033069630348164,Europe,Berlin
11.85,38.01667,Debre Tabor,ET,359043379931766932,Africa,Addis_Ababa
34.06635,-84.67837,Acworth,US,3590433799317661818,America,New_York
40.82232,-74.15987,Nutley,US,359043379931766379,America,New_York
6.03333,37.55,Arba Minch,ET,8630330696303482188,Africa,Addis_Ababa
49.97704,9.15214,Aschaffenburg,DE,8630330696303481370,Europe,Berlin
-8.73508,24.99798,Kamina,CD,359043379931766924,Africa,Lubumbashi
6.33444,124.95278,Tupi,PH,3590433799317661024,Asia,Manila
58.1908,40.17171,Danilov,RU,3590433799317662469,Europe,Moscow
-12.91667,-39.25,Muritiba,BR,8630330696303482402,America,Bahia
42.55308,-87.93341,Pleasant Prairie,US,359043379931766353,America,Chicago
16.0438,120.4861,Manaoag,PH,863033069630348016,Asia,Manila
14.37395,100.48528,Bang Ban,TH,3590433799317661446,Asia,Bangkok
51.64316,-0.36053,Bushey,GB,8630330696303481057,Europe,London
65.84811,24.14662,Tornio,FI,3590433799317662386,Europe,Helsinki
40.24537,-75.64963,Pottstown,US,863033069630348180,America,New_York
55.75556,60.70278,Ozersk,RU,863033069630348552,Asia,Yekaterinburg
50.75,2.25,Saint-Omer,FR,359043379931766346,Europe,Paris
40.37528,28.88222,Mudanya,TR,863033069630348511,Europe,Istanbul
31.96258,73.97117,Naushahra Virkan,PK,359043379931766916,Asia,Karachi
21.34222,71.30633,Kundla,IN,359043379931766783,Asia,Kolkata
9.91861,-68.30472,Tinaquillo,VE,359043379931766452,America,Caracas
-15.21194,-75.11028,Minas de Marcona,PE,863033069630348958,America,Lima
43.31667,-2.68333,Gernika-Lumo,ES,3590433799317662022,Europe,Madrid
31.76212,-95.63079,Palestine,US,359043379931766213,America,Chicago
-33.38056,-56.52361,Durazno,UY,863033069630348438,America,Montevideo
29.21399,78.95693,Kashipur,IN,8630330696303482295,Asia,Kolkata
35.61452,-88.81395,Jackson,US,3590433799317662378,America,Chicago
-28.81833,-52.51028,Soledade,BR,863033069630348990,America,Sao_Paulo
51.168,7.973,Finnentrop,DE,359043379931766692,Europe,Berlin
49.952431,15.268654,Kutná Hora,CZ,3590433799317661859,Europe,Prague
28.98002,77.70636,Meerut,IN,359043379931766551,Asia,Kolkata
42.58342,-71.8023,Fitchburg,US,3590433799317661081,America,New_York
58.63667,59.80222,Lesnoy,RU,359043379931766783,Asia,Yekaterinburg
39.96348,-4.83076,Talavera de la Reina,ES,8630330696303481057,Europe,Madrid
27.55898,68.21204,Larkana,PK,3590433799317661941,Asia,Karachi
50.74497,3.20639,Mouscron,BE,3590433799317661420,Europe,Brussels
28.92694,78.23456,Bachhraon,IN,3590433799317662428,Asia,Kolkata
36.72544,3.55665,Thenia,DZ,863033069630348917,Africa,Algiers
37.49073,-2.77259,Baza,ES,3590433799317661867,Europe,Madrid
52.68333,0.93333,East Dereham,GB,3590433799317661859,Europe,London
41.77583,140.73667,Hakodate,JP,863033069630348420,Asia,Tokyo
53.63333,9.85,Halstenbek,DE,359043379931766734,Europe,Berlin
18.00747,-76.78319,New Kingston,JM,8630330696303481966,America,Jamaica
42.97086,-82.42491,Port Huron,US,8630330696303481933,America,Detroit
45.35,126.28333,Shuangcheng,CN,8630330696303481149,Asia,Shanghai
0.49113,29.47306,Beni,CD,3590433799317661099,Africa,Lubumbashi
19.21667,73.08333,Dombivli,IN,359043379931766239,Asia,Kolkata
13.8196,100.04427,Nakhon Pathom,TH,8630330696303481966,Asia,Bangkok
51.95838,4.47124,Schiebroek,NL,8630330696303481115,Europe,Amsterdam
44.35056,142.45778,Nayoro,JP,3590433799317662055,Asia,Tokyo
3.02013,30.91105,Arua,UG,863033069630348669,Africa,Kampala
28.98002,77.70636,Meerut,IN,8630330696303482170,Asia,Kolkata
51.21667,6.26667,Schwalmtal,DE,863033069630348479,Europe,Berlin
30.16688,-96.39774,Brenham,US,359043379931766486,America,Chicago
50.511002,14.150558,Terezín,CZ,3590433799317661354,Europe,Prague
61.72744,17.10558,Hudiksvall,SE,863033069630348271,Europe,Stockholm
14.95472,120.89694,Baliuag,PH,359043379931766940,Asia,Manila
55.8736,85.4265,Yashkino,RU,8630330696303481123,Asia,Novokuznetsk
35.0,136.51667,Komono,JP,8630330696303482188,Asia,Tokyo
-37.9,145.18333,Wheelers Hill,AU,3590433799317662261,Australia,Melbourne
40.72816,-74.07764,Jersey City,US,359043379931766544,America,New_York
37.31309,40.74357,Mardin,TR,3590433799317661826,Europe,Istanbul
40.78206,72.34424,Andijon,UZ,863033069630348156,Asia,Tashkent
-29.2975,-51.50361,Carlos Barbosa,BR,359043379931766023,America,Sao_Paulo
5.30383,-1.98956,Tarkwa,GH,863033069630348057,Africa,Accra
6.25947,102.05461,Tak Bai,TH,3590433799317661982,Asia,Bangkok
42.7392,-84.62081,Waverly,US,3590433799317661024,America,Detroit
11.85,38.01667,Debre Tabor,ET,3590433799317662089,Africa,Addis_Ababa
42.62833,20.89389,Glogovac,XK,8630330696303482121,Europe,Belgrade
11.12018,76.11996,Manjeri,IN,3590433799317661958,Asia,Kolkata
47.92526,-97.03285,Grand Forks,US,359043379931766148,America,Chicago
24.96334,10.18003,Ghat,LY,3590433799317661180,Africa,Tripoli
38.72706,-9.24671,Carnaxide,PT,863033069630348321,Europe,Lisbon
55.64776,38.02486,Malakhovka,RU,3590433799317661321,Europe,Moscow
17.06542,-96.72365,Oaxaca,MX,863033069630348529,America,Mexico_City
38.10558,-1.86343,Caravaca,ES,359043379931766239,Europe,Madrid
53.93361,37.92792,Kireyevsk,RU,8630330696303482212,Europe,Moscow
41.14676,-73.49484,New Canaan,US,863033069630348339,America,New_York
57.30185,39.85331,Gavrilov-Yam,RU,8630330696303481008,Europe,Moscow
14.64056,104.64992,Kantharalak,TH,359043379931766080,Asia,Bangkok
35.815,139.6853,Shimotoda,JP,863033069630348644,Asia,Tokyo
26.11527,86.59509,Supaul,IN,359043379931766874,Asia,Kolkata
-7.73379,113.69785,Besuki,ID,3590433799317661404,Asia,Jakarta
14.64056,104.64992,Kantharalak,TH,8630330696303482246,Asia,Bangkok
33.41012,-91.06177,Greenville,US,863033069630348586,America,Chicago
44.22639,22.53083,Negotin,RS,863033069630348750,Europe,Belgrade
-23.44361,-51.87389,Sarandi,BR,359043379931766205,America,Sao_Paulo
16.06213,76.0586,Hungund,IN,863033069630348636,Asia,Kolkata
57.14369,-2.09814,Aberdeen,GB,3590433799317661370,Europe,London
54.48147,53.47103,Oktyabr‚Äôskiy,RU,8630330696303481735,Asia,Yekaterinburg
42.93369,-72.27814,Keene,US,3590433799317661362,America,New_York
32.61603,44.02488,Karbala,IQ,3590433799317661206,Asia,Baghdad
4.88441,101.96857,Gua Musang,MY,3590433799317662352,Asia,Kuala_Lumpur
28.92694,78.23456,Bachhraon,IN,3590433799317661339,Asia,Kolkata
-28.44917,-52.2,Marau,BR,3590433799317661115,America,Sao_Paulo
50.86079,17.4674,Brzeg,PL,863033069630348909,Europe,Warsaw
10.20898,123.758,Naga,PH,863033069630348016,Asia,Manila
24.96334,10.18003,Ghat,LY,359043379931766221,Africa,Tripoli
43.1009,-75.23266,Utica,US,359043379931766106,America,New_York
-28.44917,-52.2,Marau,BR,359043379931766338,America,Sao_Paulo
49.28669,1.00288,Elbeuf,FR,863033069630348552,Europe,Paris
14.62578,121.12251,Antipolo,PH,863033069630348966,Asia,Manila
-7.54972,110.71639,Ngemplak,ID,359043379931766700,Asia,Jakarta
37.56667,140.11667,Inawashiro,JP,863033069630348099,Asia,Tokyo
-27.50578,153.10236,Carindale,AU,3590433799317661537,Australia,Brisbane
45.4473,-73.75335,Dorval,CA,359043379931766510,America,Toronto
21.34222,71.30633,Kundla,IN,8630330696303482030,Asia,Kolkata
51.4781,57.3552,Kuvandyk,RU,3590433799317662444,Asia,Yekaterinburg
38.06084,-97.92977,Hutchinson,US,8630330696303481180,America,Chicago
24.41288,76.56719,Aklera,IN,3590433799317661396,Asia,Kolkata
43.71032,-1.05366,Dax,FR,8630330696303482469,Europe,Paris
32.05971,34.8732,Ganei Tikva,IL,863033069630348883,Asia,Jerusalem
33.54428,-84.23381,Stockbridge,US,359043379931766601,America,New_York
48.43174,17.8031,Hlohovec,SK,3590433799317661545,Europe,Bratislava
6.95194,121.96361,Recodo,PH,3590433799317661115,Asia,Manila
48.975658,14.480255,České Budějovice,CZ,359043379931766833,Europe,Prague
51.62907,-0.74934,High Wycombe,GB,359043379931766288,Europe,London
58.63667,59.80222,Lesnoy,RU,863033069630348636,Asia,Yekaterinburg
40.58654,-122.39168,Redding,US,3590433799317661123,America,Los_Angeles
51.95838,4.47124,Schiebroek,NL,359043379931766825,Europe,Amsterdam
50.80904,8.77069,Marburg an der Lahn,DE,3590433799317661420,Europe,Berlin
39.46667,141.95,Yamada,JP,359043379931766049,Asia,Tokyo
45.9836,12.70038,Cordenons,IT,3590433799317661115,Europe,Rome
54.39635,24.04142,Alytus,LT,3590433799317661511,Europe,Vilnius
33.3213,130.94098,Hita,JP,863033069630348883,Asia,Tokyo
35.06544,1.04945,Frenda,DZ,359043379931766494,Africa,Algiers
37.31309,40.74357,Mardin,TR,3590433799317661917,Europe,Istanbul
37.95143,-91.77127,Rolla,US,359043379931766502,America,Chicago
40.5576,-74.28459,Woodbridge,US,3590433799317661008,America,New_York
36.76775,2.95924,Cheraga,DZ,863033069630348503,Africa,Algiers
21.34222,71.30633,Kundla,IN,359043379931766320,Asia,Kolkata
53.30972,83.62389,Novosilikatnyy,RU,3590433799317662030,Asia,Barnaul
-27.50578,153.10236,Carindale,AU,359043379931766791,Australia,Brisbane
35.06544,1.04945,Frenda,DZ,3590433799317661701,Africa,Algiers
47.76232,-122.2054,Bothell,US,3590433799317661420,America,Los_Angeles
8.88649,2.59753,Tchaourou,BJ,359043379931766551,Africa,Porto-Novo
38.07789,13.44275,Villabate,IT,3590433799317662147,Europe,Rome
36.46917,10.78222,Beni Khiar,TN,3590433799317662030,Africa,Tunis
45.69558,4.7934,Saint-Genis-Laval,FR,359043379931766619,Europe,Paris
53.77166,38.12408,Bogoroditsk,RU,8630330696303481628,Europe,Moscow
41.91738,3.1631,Palafrugell,ES,3590433799317661990,Europe,Madrid
42.16808,-88.42814,Huntley,US,3590433799317661693,America,Chicago
43.4125,23.225,Montana,BG,863033069630348537,Europe,Sofia
-7.01833,107.60389,Pameungpeuk,ID,8630330696303481529,Asia,Jakarta
53.77166,38.12408,Bogoroditsk,RU,3590433799317661974,Europe,Moscow
33.50921,-111.89903,Scottsdale,US,3590433799317661644,America,Phoenix
13.8196,100.04427,Nakhon Pathom,TH,359043379931766460,Asia,Bangkok
43.67681,4.63031,Arles,FR,8630330696303482030,Europe,Paris
-5.41667,38.01667,Chanika,TZ,359043379931766692,Africa,Dar_es_Salaam
29.22254,79.5286,Haldwani,IN,8630330696303481172,Asia,Kolkata
-34.64966,-58.38341,Barracas,AR,359043379931766668,America,Buenos_Aires
5.4709,100.24529,Batu Feringgi,MY,8630330696303482493,Asia,Kuala_Lumpur
37.35813,-6.03731,San Juan de Aznalfarache,ES,8630330696303482279,Europe,Madrid
10.98778,-74.95472,Puerto Colombia,CO,359043379931766288,America,Bogota
20.88098,75.11937,Parola,IN,863033069630348883,Asia,Kolkata
20.22816,-103.5687,Zacoalco de Torres,MX,863033069630348073,America,Mexico_City
36.82167,128.63083,Eisen,KR,863033069630348511,Asia,Seoul
39.22493,42.85693,Patnos,TR,8630330696303482360,Europe,Istanbul
21.34222,71.30633,Kundla,IN,8630330696303481289,Asia,Kolkata
-10.33333,39.28333,Nyangao,TZ,3590433799317661156,Africa,Dar_es_Salaam
44.80477,-0.59543,Talence,FR,8630330696303482089,Europe,Paris
-17.73648,168.31366,Port-Vila,VU,8630330696303482352,Pacific,Efate
28.90054,-81.26367,Deltona,US,3590433799317661370,America,New_York
50.75,2.25,Saint-Omer,FR,359043379931766429,Europe,Paris
44.80477,-0.59543,Talence,FR,8630330696303481115,Europe,Paris
51.35084,-1.99421,Devizes,GB,3590433799317661297,Europe,London
42.97086,-82.42491,Port Huron,US,3590433799317662345,America,Detroit
13.73417,-89.71472,Sonzacate,SV,359043379931766320,America,El_Salvador
15.5439,73.7553,Calangute,IN,8630330696303481198,Asia,Kolkata
50.80904,8.77069,Marburg an der Lahn,DE,8630330696303481529,Europe,Berlin
50.11861,-5.53715,Penzance,GB,3590433799317661263,Europe,London
48.86667,2.08333,Marly-le-Roi,FR,359043379931766940,Europe,Paris
9.15093,-79.62098,Chilibre,PA,3590433799317661016,America,Panama
14.62072,74.83554,Sirsi,IN,8630330696303481768,Asia,Kolkata
47.46657,84.87144,Zaysan,KZ,8630330696303481651,Asia,Almaty
51.44889,5.51978,Tongelre,NL,3590433799317661685,Europe,Amsterdam
44.97639,19.61222,Sremska Mitrovica,RS,863033069630348628,Europe,Belgrade
33.03699,-117.29198,Encinitas,US,8630330696303481271,America,Los_Angeles
35.72917,10.58082,Msaken,TN,3590433799317661651,Africa,Tunis
-1.6,103.61667,Jambi City,ID,8630330696303482477,Asia,Jakarta
46.1351,-60.1831,Sydney,CA,3590433799317661180,America,Glace_Bay
38.06084,-97.92977,Hutchinson,US,359043379931766809,America,Chicago
51.78967,1.15597,Clacton-on-Sea,GB,8630330696303482303,Europe,London
48.49144,9.20427,Reutlingen,DE,3590433799317661016,Europe,Berlin
-19.32556,-41.25528,Resplendor,BR,3590433799317661552,America,Sao_Paulo
-4.83,29.65806,Mwandiga,TZ,863033069630348834,Africa,Dar_es_Salaam
-28.24,-48.67028,Imbituba,BR,359043379931766999,America,Sao_Paulo
28.15112,-82.46148,Lutz,US,359043379931766072,America,New_York
43.35071,46.10925,Gudermes,RU,359043379931766932,Europe,Moscow
51.26,-2.1875,Westbury,GB,359043379931766593,Europe,London
-29.2975,-51.50361,Carlos Barbosa,BR,8630330696303482386,America,Sao_Paulo
53.0233,-1.48119,Belper,GB,3590433799317661875,Europe,London
31.20176,29.91582,Alexandria,EG,8630330696303482055,Africa,Cairo
-28.44917,-52.2,Marau,BR,863033069630348776,America,Sao_Paulo
49.13645,8.91229,Eppingen,DE,359043379931766452,Europe,Berlin
-3.14306,-58.44417,Itacoatiara,BR,8630330696303481180,America,Manaus
-6.48167,106.85417,Cibinong,ID,3590433799317661792,Asia,Jakarta
51.47805,6.8625,Oberhausen,DE,3590433799317661891,Europe,Berlin
22.49396,-105.36369,Acaponeta,MX,3590433799317661818,America,Mazatlan
50.073658,14.41854,Praha,CZ,8630330696303481081,Europe,Prague
52.47774,10.5511,Gifhorn,DE,8630330696303481545,Europe,Berlin
48.86667,2.08333,Marly-le-Roi,FR,3590433799317662436,Europe,Paris
55.54028,89.20083,Sharypovo,RU,3590433799317661792,Asia,Krasnoyarsk
44.80477,-0.59543,Talence,FR,863033069630348784,Europe,Paris
29.21399,78.95693,Kashipur,IN,8630330696303481123,Asia,Kolkata
52.86147,9.5926,Walsrode,DE,8630330696303482477,Europe,Berlin
36.27462,4.85668,Bordj Zemoura,DZ,359043379931766379,Africa,Algiers
3.27833,32.88667,Kitgum,UG,863033069630348057,Africa,Kampala
-19.72806,-50.19556,Iturama,BR,3590433799317662485,America,Sao_Paulo
-54.8,-68.3,Ushuaia,AR,3590433799317661727,America,Ushuaia
41.55947,14.66737,Campobasso,IT,8630330696303482436,Europe,Rome
36.20389,127.08472,Nonsan,KR,863033069630348230,Asia,Seoul
40.24537,-75.64963,Pottstown,US,3590433799317662121,America,New_York
39.72943,-104.83192,Aurora,US,3590433799317662030,America,Denver
49.183239,15.454273,Telč,CZ,359043379931766189,Europe,Prague
34.25,135.31667,Iwade,JP,3590433799317662485,Asia,Tokyo
40.94065,-73.99681,Dumont,US,8630330696303481552,America,New_York
-1.6,103.61667,Jambi City,ID,3590433799317661560,Asia,Jakarta
68.79833,16.54165,Harstad,NO,359043379931766833,Europe,Oslo
39.78504,-85.76942,Greenfield,US,8630330696303481313,America,Indianapolis
36.24624,139.07204,Fujioka,JP,359043379931766726,Asia,Tokyo
44.98901,38.94324,Yablonovskiy,RU,8630330696303482345,Europe,Moscow
30.5427,-97.54667,Hutto,US,863033069630348503,America,Chicago
30.81383,75.16878,Moga,IN,3590433799317662345,Asia,Kolkata
42.16808,-88.42814,Huntley,US,863033069630348727,America,Chicago
23.18,88.58,Aistala,IN,8630330696303482022,Asia,Kolkata
9.92787,-84.13722,San Rafael,CR,863033069630348404,America,Costa_Rica
35.85,117.7,Dongdu,CN,8630330696303481313,Asia,Shanghai
50.64336,7.2278,Bad Honnef,DE,8630330696303481560,Europe,Berlin
30.76468,74.12286,Kanganpur,PK,3590433799317661602,Asia,Karachi
-4.5833,15.16554,Kasangulu,CD,359043379931766544,Africa,Kinshasa
41.8542,-87.66561,Lower West Side,US,359043379931766205,America,Chicago
55.38752,36.73307,Naro-Fominsk,RU,3590433799317662105,Europe,Moscow
36.53333,136.61667,Nonoichi,JP,8630330696303481024,Asia,Tokyo
37.73222,115.70111,Hengshui,CN,359043379931766635,Asia,Shanghai
40.68066,-73.47429,Massapequa,US,3590433799317661719,America,New_York
-33.75881,150.99292,Baulkham Hills,AU,359043379931766221,Australia,Sydney
49.144482,15.006139,Jindřichův Hradec,CZ,863033069630348784,Europe,Prague
-34.64966,-58.38341,Barracas,AR,8630330696303481560,America,Buenos_Aires
18.18158,76.03889,Osmanabad,IN,8630330696303482311,Asia,Kolkata
55.67938,12.53463,Frederiksberg,DK,8630330696303482337,Europe,Copenhagen
37.19723,122.05228,Tianfu,CN,359043379931766536,Asia,Shanghai
34.77453,-96.67834,Ada,US,8630330696303481578,America,Chicago
41.1053,-7.32097,Custoias,PT,3590433799317661891,Europe,Lisbon
-31.95224,115.8614,Perth,AU,863033069630348685,Australia,Perth
10.66668,-61.51889,Port of Spain,TT,8630330696303482022,America,Port_of_Spain
-8.43333,114.33333,Muncar,ID,8630330696303482410,Asia,Jakarta
38.96372,-76.99081,Chillum,US,359043379931766270,America,New_York
35.05266,-78.87836,Fayetteville,US,863033069630348313,America,New_York
40.93333,73.0,Jalal-Abad,KG,3590433799317661289,Asia,Bishkek
5.4709,100.24529,Batu Feringgi,MY,3590433799317661347,Asia,Kuala_Lumpur
36.65,138.31667,Suzaka,JP,3590433799317661917,Asia,Tokyo
37.65181,120.33063,Longgang,CN,359043379931766049,Asia,Shanghai
-8.43333,114.33333,Muncar,ID,3590433799317661404,Asia,Jakarta
29.98869,122.20488,Zhoushan,CN,359043379931766304,Asia,Shanghai
58.04254,65.27258,Tavda,RU,863033069630348123,Asia,Yekaterinburg
39.09112,-94.41551,Independence,US,3590433799317661990,America,Chicago
33.95015,-118.03917,South Whittier,US,3590433799317662022,America,Los_Angeles
48.90982,2.45012,Bobigny,FR,863033069630348156,Europe,Paris
-1.9487,30.4347,Rwamagana,RW,863033069630348743,Africa,Kigali
41.9001,-71.08977,Taunton,US,8630330696303482279,America,New_York
33.72255,-116.37697,Palm Desert,US,8630330696303482303,America,Los_Angeles
53.51684,-113.3187,Sherwood Park,CA,8630330696303481263,America,Edmonton
-22.92306,-53.13722,Loanda,BR,863033069630348123,America,Sao_Paulo
-6.8048,110.8405,Kudus,ID,8630330696303482444,Asia,Jakarta
42.64031,125.51176,Dongfeng,CN,863033069630348065,Asia,Shanghai
31.96258,73.97117,Naushahra Virkan,PK,359043379931766049,Asia,Karachi
-23.85972,35.34722,Maxixe,MZ,8630330696303481214,Africa,Maputo
48.46458,9.22796,Pfullingen,DE,863033069630348271,Europe,Berlin
41.91886,8.73812,Ajaccio,FR,3590433799317661610,Europe,Paris
22.83957,91.84128,Manikchari,BD,359043379931766486,Asia,Dhaka
-7.81667,112.01667,Kediri,ID,3590433799317661040,Asia,Jakarta
27.34089,117.4831,Shaowu,CN,8630330696303481586,Asia,Shanghai
52.2,8.63333,Kirchlengern,DE,3590433799317661396,Europe,Berlin
51.62907,-0.74934,High Wycombe,GB,8630330696303481784,Europe,London
34.21639,-119.0376,Camarillo,US,863033069630348024,America,Los_Angeles
48.812737,14.317466,Český Krumlov,CZ,8630330696303481594,Europe,Prague
45.44694,8.62118,Novara,IT,8630330696303481347,Europe,Rome
40.11583,67.84222,Jizzax,UZ,3590433799317661115,Asia,Samarkand
45.75279,130.57211,Boli,CN,359043379931766718,Asia,Shanghai
16.75973,-93.11308,Tuxtla,MX,359043379931766957,America,Mexico_City
64.5635,39.8302,Severodvinsk,RU,8630330696303481974,Europe,Moscow
-0.35817,42.54536,Kismayo,SO,3590433799317661420,Africa,Mogadishu
24.28859,116.11768,Meizhou,CN,8630330696303482238,Asia,Shanghai
51.65,-0.2,Barnet,GB,3590433799317661545,Europe,London
-29.2975,-51.50361,Carlos Barbosa,BR,863033069630348842,America,Sao_Paulo
23.15678,-81.24441,Varadero,CU,359043379931766163,America,Havana
23.02677,113.13148,Foshan,CN,3590433799317662469,Asia,Shanghai
22.88783,84.13864,Jashpurnagar,IN,8630330696303481867,Asia,Kolkata
35.61452,-88.81395,Jackson,US,863033069630348750,America,Chicago
26.2173,-80.22588,North Lauderdale,US,8630330696303481107,America,New_York
6.15038,6.83042,Nkpor,NG,3590433799317661602,Africa,Lagos
19.30157,72.85107,Bhayandar,IN,863033069630348321,Asia,Kolkata
31.71667,73.38333,Sangla Hill,PK,863033069630348081,Asia,Karachi
-2.68333,33.0,Usagara,TZ,863033069630348206,Africa,Dar_es_Salaam
44.98901,38.94324,Yablonovskiy,RU,359043379931766940,Europe,Moscow
0.49113,29.47306,Beni,CD,8630330696303481743,Africa,Lubumbashi
37.73222,115.70111,Hengshui,CN,863033069630348479,Asia,Shanghai
52.48173,-2.12139,Brierley Hill,GB,863033069630348081,Europe,London
13.65805,102.56365,Paoy Paet,KH,8630330696303481503,Asia,Phnom_Penh
49.144482,15.006139,Jindřichův Hradec,CZ,359043379931766544,Europe,Prague
46.75451,33.34864,Nova Kakhovka,UA,3590433799317662394,Europe,Kyiv
40.55851,17.80774,Mesagne,IT,863033069630348131,Europe,Rome
34.09668,-117.71978,Claremont,US,863033069630348248,America,Los_Angeles
41.24255,-82.61573,Norwalk,US,3590433799317661131,America,New_York
33.76446,-117.79394,North Tustin,US,8630330696303481578,America,Los_Angeles
-7.81667,112.01667,Kediri,ID,3590433799317661248,Asia,Jakarta
31.28092,74.85849,Patti,IN,3590433799317661735,Asia,Kolkata
34.25628,-78.04471,Leland,US,8630330696303481784,America,New_York
14.0823,98.19151,Dawei,MM,359043379931766452,Asia,Yangon
39.72943,-104.83192,Aurora,US,8630330696303482279,America,Denver
32.5007,-94.74049,Longview,US,8630330696303481511,America,Chicago
42.93369,-72.27814,Keene,US,863033069630348453,America,New_York
