ts,imei,mwra,c.android.gm,c.android.youtube,c.katana,c.dogalize,c.android.chrome,c.android.vending,c.raider,c.UCMobile.intl,c.updateassist,c.UCMobile.x86
2018-05-05 22:59:00,8630330696303481891,0.0,13.56172,13.52529,15.29715,8.50173,12.55839,57.68908,70.21006,61.5074,46.36834,8.52644
2018-05-05 23:00:00,359043379931766882,0.0,5.82301,15.49956,11.28915,5.66178,13.61682,47.2282,57.1123,0.07174,13.47413,14.12225
2018-05-05 23:01:00,3590433799317661966,0.0,8.38188,14.10445,12.01942,5.87134,14.34461,59.00363,59.29651,0.48455,76.06654,17.40349
2018-05-05 23:02:00,359043379931766783,0.0,10.88975,10.65326,6.89032,12.51496,10.9281,48.18014,58.0196,8.37422,74.27177,87.10931
2018-05-05 23:03:00,3590433799317661412,0.0,15.00379,15.00846,13.49123,8.47521,12.04439,54.11312,67.04738,84.965,91.6249,52.68089
2018-05-05 23:04:00,863033069630348446,1.0,9.3324,11.00008,15.06849,10.94607,13.61309,52.8891,52.43073,77.30851,26.78549,48.7971
2018-05-05 23:05:00,8630330696303481792,0.0,9.48427,10.43664,12.70453,9.14476,12.85942,60.90346,43.82482,35.27558,33.29536,83.96263
2018-05-05 23:06:00,3590433799317661081,1.0,12.53844,11.31721,4.50287,10.33451,11.81993,60.86189,69.08317,56.60629,56.6134,37.40204
2018-05-05 23:07:00,8630330696303482097,1.0,7.95561,16.00921,9.22803,12.02617,14.53132,52.33228,78.58317,90.94724,99.88397,11.71922
2018-05-05 23:08:00,3590433799317661222,1.0,4.74376,13.0071,11.87174,16.12668,13.90465,44.67603,39.03777,33.47616,54.008,10.92087
2018-05-05 23:10:00,359043379931766668,0.0,12.84867,10.42205,12.27355,12.7208,12.61256,52.5539,48.28192,80.78221,67.24492,81.651
2018-05-05 23:11:00,8630330696303482386,1.0,10.43032,10.78896,11.75805,10.68514,15.88848,56.02502,63.69016,30.26803,59.05726,24.53483
2018-05-05 23:12:00,8630330696303481297,1.0,10.67848,14.19542,6.97655,13.55661,14.93053,58.76548,61.4901,14.93293,19.0269,58.67538
2018-05-05 23:13:00,8630330696303482345,1.0,12.40967,10.32172,9.00539,12.08972,13.38457,59.24132,83.34125,39.71681,56.16516,1.28336
2018-05-05 23:14:00,3590433799317661735,1.0,8.42196,13.12589,11.79201,12.90906,12.22583,60.82654,53.1973,13.92779,52.68161,47.51597
2018-05-05 23:15:00,863033069630348271,0.0,7.33815,11.1338,14.41261,9.10547,14.50209,52.35084,74.96613,42.42396,83.4062,88.06422
2018-05-05 23:16:00,8630330696303481636,1.0,13.29572,10.82513,6.63726,12.90751,14.8812,56.80395,56.47367,18.48901,7.37006,66.82923
2018-05-05 23:17:00,8630330696303482261,0.0,13.70612,12.68822,15.27534,8.885,12.585,50.66935,46.39493,81.25994,99.15935,74.75367
2018-05-05 23:18:00,3590433799317661412,1.0,13.49787,8.58126,7.34118,15.35526,11.66204,65.44924,57.97318,52.13948,57.96242,53.57893
2018-05-05 23:19:00,3590433799317661685,1.0,7.09066,17.12885,7.27426,14.47578,10.59479,52.62573,58.44051,93.06722,60.2939,42.81551
2018-05-05 23:20:00,863033069630348487,1.0,12.36749,8.94136,10.29195,14.36617,13.18207,55.64313,43.40133,34.50136,82.4288,19.92055
2018-05-05 23:21:00,359043379931766247,0.0,13.28998,14.54219,10.9003,7.54404,12.3206,48.75182,56.48145,45.2884,89.76947,0.51417
2018-05-05 23:22:00,3590433799317661255,0.0,5.94661,8.32136,11.88465,10.56022,12.99541,22.94407,52.72917,43.5916,30.09887,72.71006
2018-05-05 23:23:00,8630330696303481354,0.0,10.44659,11.1613,10.83103,9.93369,12.60766,56.2173,58.40202,50.60148,31.2678,52.2045
2018-05-05 23:24:00,8630330696303481420,0.0,15.97384,14.55913,13.03838,7.92932,12.58364,81.71452,67.57084,4.15342,62.71897,35.12227
2018-05-05 23:25:00,359043379931766635,1.0,7.88616,16.84328,9.86681,16.04953,14.94254,34.19195,36.05818,90.91872,99.8809,20.61652
2018-05-05 23:26:00,3590433799317662329,0.0,6.40631,12.92053,12.75455,8.15811,13.97182,62.22649,72.37266,26.03126,94.59159,67.91497
2018-05-05 23:27:00,863033069630348552,1.0,13.09541,8.73518,12.5477,9.47688,12.98792,46.33059,45.39931,40.20999,72.88068,72.47884
2018-05-05 23:28:00,8630330696303482006,1.0,6.58272,14.31511,9.06822,16.61169,11.33542,66.16665,59.26594,91.9224,64.71717,60.06775
2018-05-05 23:29:00,359043379931766999,0.0,9.03114,16.62196,16.17101,8.82056,13.66504,56.56465,62.50799,91.02378,82.92438,92.47323
2018-05-05 23:30:00,8630330696303481164,1.0,14.25004,8.26169,7.87793,15.96075,13.53621,80.39903,25.57606,96.6275,42.02466,29.52466
2018-05-05 23:31:00,359043379931766296,1.0,9.09087,10.29165,14.44783,11.34746,11.88646,44.03558,66.09824,32.10342,3.38313,18.93021
2018-05-05 23:32:00,3590433799317662105,0.0,9.55301,12.74671,12.97309,11.41319,10.20431,70.03158,54.72768,69.54696,93.87612,28.76502
2018-05-05 23:33:00,863033069630348321,1.0,11.78567,13.94035,11.53218,8.48271,13.58531,46.26602,65.16543,95.77262,74.38122,66.47028
2018-05-05 23:34:00,8630330696303481743,0.0,7.38958,10.76467,12.07909,11.9638,9.90009,39.08792,60.10816,65.52664,8.65868,66.85878
2018-05-05 23:35:00,8630330696303481412,1.0,7.90083,12.70783,12.70648,13.46566,16.15092,65.5193,40.82577,42.33878,81.3015,71.26669
2018-05-05 23:36:00,863033069630348123,0.0,6.93248,10.18512,14.20024,11.24796,14.03933,54.1645,52.53913,36.39156,73.7646,91.43639
2018-05-05 23:38:00,8630330696303482238,1.0,9.64737,9.91866,8.44851,10.82872,13.02933,42.2267,54.1686,62.89833,76.55595,25.51751
2018-05-05 23:39:00,359043379931766320,0.0,10.08225,10.94675,10.43593,10.24113,12.85205,46.91832,55.22552,39.18628,58.10203,11.26571
2018-05-05 23:40:00,8630330696303481982,1.0,13.83471,7.7372,10.01504,14.65377,13.97587,29.59984,71.94134,91.12157,80.72267,17.44287
2018-05-05 23:41:00,3590433799317661248,0.0,11.96394,11.57277,12.75404,8.57346,15.99242,56.78441,47.0138,81.08734,25.78139,89.74842
2018-05-05 23:42:00,8630330696303482170,1.0,12.84229,11.39548,9.9086,11.41602,12.05792,64.26612,52.40927,14.72057,98.43508,59.17639
2018-05-05 23:43:00,863033069630348289,0.0,12.47021,12.66395,6.32791,9.14634,10.96721,51.58033,46.03101,39.02431,46.32606,26.77402
2018-05-05 23:44:00,863033069630348255,0.0,9.67726,12.42076,14.11609,8.39048,15.27671,60.00295,65.1363,67.62205,46.63831,28.50377
2018-05-05 23:45:00,8630330696303482063,0.0,14.99927,13.68233,11.82986,8.88669,12.393,57.14758,61.82611,5.20871,98.87295,56.07027
2018-05-05 23:46:00,3590433799317661354,1.0,15.26794,12.18727,13.7935,11.89336,9.57308,38.3055,65.05145,50.06706,46.31208,9.2811
2018-05-05 23:47:00,359043379931766940,1.0,13.08429,9.34944,10.44913,12.91627,16.09401,51.58606,62.10044,0.67495,82.98987,24.9088
2018-05-05 23:48:00,359043379931766734,1.0,14.03273,10.65589,9.59926,12.50648,8.16567,42.46839,71.27594,19.46561,67.54709,13.88158
2018-05-05 23:49:00,3590433799317661651,1.0,12.27317,8.97509,9.68612,11.61653,10.25196,65.14201,51.16815,93.60927,35.1719,76.17501
2018-05-05 23:50:00,359043379931766155,0.0,7.59944,11.83665,15.83041,7.34682,15.79591,62.86882,50.1668,12.65202,70.54831,93.67396
2018-05-05 23:51:00,8630330696303482469,1.0,11.87804,11.92818,8.55467,11.33327,14.29999,62.40721,55.87079,63.92472,80.46895,87.47995
2018-05-05 23:52:00,863033069630348792,1.0,10.99956,10.54122,8.67375,11.65686,10.91877,53.09073,49.95057,97.01164,86.06848,35.91446
2018-05-05 23:53:00,8630330696303482386,1.0,13.81712,9.01716,9.90934,12.70273,12.41624,30.25083,59.14687,69.75338,43.88399,21.48847
2018-05-05 23:54:00,3590433799317661594,1.0,14.03665,11.13094,6.53375,16.07935,13.67371,65.43492,38.43226,83.34264,43.10576,38.48705
2018-05-05 23:55:00,8630330696303481578,0.0,9.39553,10.53728,9.53291,9.81133,13.04258,61.06474,45.95347,40.71535,18.30388,23.60499
2018-05-05 23:56:00,863033069630348925,0.0,12.02909,14.16987,11.62592,8.08583,11.51804,65.3096,55.56428,73.50208,90.52517,26.7259
2018-05-05 23:57:00,863033069630348834,0.0,13.09641,11.27977,12.55068,11.06842,12.91433,45.81969,39.66573,6.01371,6.92477,78.65894
2018-05-05 23:58:00,863033069630348545,1.0,10.05336,12.94664,13.26722,8.92754,13.31314,72.61479,32.18378,49.53138,41.94661,33.67862
2018-05-05 23:59:00,8630330696303481677,0.0,10.75023,15.72663,10.46486,7.92521,10.69443,37.95804,43.62831,31.47729,59.79693,40.97439
2018-05-06 00:00:00,359043379931766049,0.0,14.03957,13.03231,12.26364,10.61865,11.30127,58.215,41.87819,14.29815,18.28751,8.73298
2018-05-06 00:01:00,359043379931766940,1.0,8.40078,6.61649,14.7817,12.07151,13.45437,53.10786,40.44744,83.04947,63.70332,77.14405
2018-05-06 00:02:00,3590433799317662469,1.0,11.76737,9.35019,9.29274,12.28267,12.04137,60.07207,68.87993,68.41539,69.574,63.83498
2018-05-06 00:03:00,863033069630348115,1.0,9.37237,14.42296,9.91561,14.13155,14.71932,45.89588,54.95202,89.40063,80.0982,94.90286
2018-05-06 00:04:00,8630330696303481354,0.0,9.33507,17.59668,12.28719,4.90188,13.6132,65.42174,66.76007,65.61267,67.06805,7.77301
2018-05-06 00:05:00,8630330696303482121,1.0,12.09412,13.55094,9.24222,10.67115,14.91597,57.24325,49.92835,74.17124,16.7352,82.06235
2018-05-06 00:06:00,3590433799317661222,1.0,14.1514,7.59982,9.51978,13.5678,12.03832,47.56231,55.68184,93.95327,51.77035,29.3883
2018-05-06 00:07:00,8630330696303481099,0.0,11.85309,12.55308,12.10208,10.09797,15.35849,56.57547,56.05383,8.04781,26.6841,99.30957
2018-05-06 00:08:00,3590433799317661271,1.0,8.72672,10.60278,10.83281,15.45794,12.43522,58.17,43.84571,85.87882,5.08541,99.46536
2018-05-06 00:09:00,359043379931766296,1.0,11.05387,8.2087,13.4463,8.43111,14.14137,50.4271,55.37924,73.59862,82.59936,87.82633
2018-05-06 00:10:00,359043379931766650,1.0,15.13217,7.10016,8.29734,13.97933,9.3453,52.18204,84.71628,14.49359,52.58228,29.15391
2018-05-06 00:11:00,359043379931766726,0.0,9.55604,14.18644,13.14179,9.691,12.66226,71.91911,46.85732,57.3695,12.04752,69.63613
2018-05-06 00:12:00,8630330696303481396,1.0,9.02388,11.85759,7.55448,10.71517,10.44897,46.23357,54.92259,95.73422,23.11924,93.0939
2018-05-06 00:13:00,3590433799317662352,0.0,9.86138,14.07739,12.23058,10.45701,13.57567,69.49713,65.24296,27.38595,28.81072,99.10085
2018-05-06 00:14:00,3590433799317661685,1.0,9.13513,12.03011,10.17508,14.16611,17.87372,49.1358,44.9024,56.56813,19.59405,3.71014
2018-05-06 00:15:00,863033069630348321,1.0,8.79492,10.41568,13.6276,16.02944,17.39458,53.78412,54.06793,85.23289,99.72077,7.59817
2018-05-06 00:16:00,8630330696303482220,1.0,14.6959,8.70585,6.80276,17.29745,11.95587,49.88062,39.1316,30.77979,57.09152,43.26297
2018-05-06 00:17:00,863033069630348990,1.0,13.19365,8.84325,7.65093,13.084,13.06348,33.04135,67.88105,22.49379,80.33014,5.09022
2018-05-06 00:18:00,359043379931766429,1.0,12.44747,10.05655,6.49374,13.74328,10.56738,57.98602,51.9501,98.36521,89.73599,99.45868
2018-05-06 00:19:00,8630330696303481685,1.0,7.80287,12.54666,10.47258,15.35177,14.43522,57.547,47.70915,83.54835,57.45763,12.96883
2018-05-06 00:20:00,3590433799317662246,0.0,8.55971,16.15289,10.53422,12.00272,15.52349,54.87984,66.62313,61.57627,47.44055,9.45383
2018-05-06 00:21:00,3590433799317661693,0.0,8.79751,12.88304,14.97008,9.56703,11.89372,46.86671,50.7109,35.49665,51.45821,72.07777
2018-05-06 00:22:00,3590433799317661370,0.0,8.03294,15.88206,14.66295,7.37057,13.53148,62.79953,75.30099,41.78514,68.35584,13.8425
2018-05-06 00:23:00,8630330696303482246,0.0,11.62952,12.79904,12.08832,10.18225,13.32862,42.89689,47.70592,76.68236,60.47608,15.68579
2018-05-06 00:24:00,3590433799317661891,0.0,9.65163,14.70596,12.37192,7.07492,13.42718,62.05489,63.76574,3.88776,21.75228,96.19638
2018-05-06 00:25:00,863033069630348511,1.0,12.35756,11.40261,3.99901,9.96707,6.97871,56.7719,78.41796,12.05128,12.84586,26.67786
2018-05-06 00:26:00,8630330696303482071,1.0,6.27499,11.87729,9.7536,14.3165,10.906,53.479,42.36824,91.2914,60.71327,61.09628
2018-05-06 00:27:00,3590433799317661024,1.0,8.2214,10.10081,10.52973,10.78333,12.49317,39.00953,52.99092,70.16068,92.64924,78.47875
2018-05-06 00:28:00,863033069630348248,0.0,10.89408,14.10642,8.85213,8.38591,13.18542,81.88229,66.86625,25.58751,5.38001,38.93049
2018-05-06 00:29:00,8630330696303481800,1.0,8.69012,9.41056,11.65001,14.15142,12.49006,41.02603,66.62087,70.42217,53.23218,81.93476
2018-05-06 00:30:00,359043379931766593,0.0,9.00186,11.60437,13.71199,11.04124,11.09031,62.94056,73.40902,60.544,90.88166,26.35988
2018-05-06 00:31:00,8630330696303481917,1.0,9.95314,17.88284,7.0671,11.04743,13.85011,57.79836,47.48103,73.3035,23.64467,99.66244
2018-05-06 00:32:00,3590433799317661008,0.0,12.21548,11.18094,12.79632,9.82441,12.60805,28.57162,68.57348,30.79018,79.07768,61.77741
2018-05-06 00:33:00,3590433799317662360,1.0,9.28882,13.86935,7.33406,12.40682,10.86552,64.14967,72.4069,79.24689,73.94119,75.27995
2018-05-06 00:34:00,863033069630348206,0.0,15.11953,14.31287,9.90613,9.60982,11.30812,66.5254,66.34213,89.78245,70.35455,27.97907
2018-05-06 00:35:00,3590433799317661560,1.0,14.16795,9.71599,8.59991,13.20972,10.63321,62.57825,51.46405,87.24515,86.35606,61.0262
2018-05-06 00:36:00,8630330696303481214,1.0,9.4898,12.87943,9.95262,13.57312,14.58875,72.84495,61.49104,35.39419,36.80091,59.59979
2018-05-06 00:37:00,359043379931766635,1.0,13.94461,6.89724,10.0606,14.40593,9.86462,61.43776,52.81678,98.26122,88.26853,38.37248
2018-05-06 00:38:00,863033069630348792,1.0,13.2416,10.15588,8.48294,14.99769,14.20377,57.0919,73.47557,39.39513,82.00294,41.2508
2018-05-06 00:39:00,8630330696303481230,1.0,9.04705,12.88922,8.03635,13.50073,14.76706,47.59832,38.73814,32.59759,21.49826,31.02989
2018-05-06 00:40:00,8630330696303481545,1.0,12.52124,9.13636,12.04063,13.36235,15.09239,53.02345,40.41295,55.15655,21.57857,43.37887
2018-05-06 00:41:00,8630330696303481560,1.0,13.03681,8.03049,11.95149,11.34729,10.59671,69.29387,39.88152,86.52153,28.16264,90.28724
2018-05-06 00:42:00,8630330696303481230,0.0,10.88331,10.57875,10.65856,11.9249,11.16266,35.20131,63.70961,4.01568,30.23848,15.74717
2018-05-06 00:43:00,863033069630348362,1.0,5.83325,12.67204,10.95621,19.28023,10.40263,59.89647,58.01376,45.51025,30.18656,43.04025
2018-05-06 00:44:00,8630330696303481495,1.0,6.48183,15.30829,12.23317,14.34719,13.6176,69.7961,63.36976,78.1189,60.63652,71.47987
2018-05-06 00:45:00,359043379931766601,0.0,14.0841,10.00807,14.24457,12.40625,10.56401,66.74644,50.57895,75.08615,93.74438,81.04852
2018-05-06 00:46:00,8630330696303481545,1.0,6.88652,14.05232,6.94112,13.93419,12.53253,34.88542,70.16138,3.11001,41.91962,84.82439
2018-05-06 00:47:00,863033069630348222,1.0,6.03427,18.72653,6.19913,17.27448,9.26351,50.09688,70.53615,55.28152,88.31244,63.33512
2018-05-06 00:48:00,3590433799317662436,0.0,8.24513,9.59621,10.41649,8.74267,12.51682,57.09754,58.47573,99.78865,59.59249,69.10973
2018-05-06 00:49:00,8630330696303481487,1.0,14.33727,9.47294,8.96057,15.42066,8.31734,33.47651,42.5223,98.47843,62.68772,60.64263
2018-05-06 00:50:00,3590433799317662451,0.0,8.35964,11.60126,8.70853,13.40652,12.31074,49.93523,76.27885,88.39399,98.17518,45.21734
2018-05-06 00:51:00,863033069630348651,0.0,10.62387,11.48195,11.28991,10.49527,14.71844,49.64663,35.34605,96.53037,35.27975,81.60348
2018-05-06 00:52:00,359043379931766155,1.0,8.12846,14.12496,7.40871,13.99535,9.33897,46.8565,58.57074,79.59004,98.49483,34.15308
2018-05-06 00:53:00,3590433799317662238,0.0,6.85332,9.88331,12.28178,15.90204,14.02489,65.04671,32.72907,68.88076,36.18887,31.90063
2018-05-06 00:54:00,3590433799317661396,1.0,13.05565,9.63053,7.06086,13.56033,9.35892,76.58473,54.34909,51.66669,47.77731,94.59081
2018-05-06 00:55:00,359043379931766551,0.0,12.55756,11.44575,14.62912,9.76492,11.8051,57.10892,65.1076,72.74296,51.19891,69.63992
2018-05-06 00:56:00,8630330696303481628,1.0,8.65291,12.1122,9.58773,12.05602,13.61015,53.11397,46.18264,44.79149,69.31963,6.78727
2018-05-06 00:57:00,863033069630348156,1.0,9.5898,10.96878,12.59245,12.51466,15.79554,54.5648,60.89078,55.9746,23.0992,70.81352
2018-05-06 00:58:00,3590433799317661214,1.0,8.37138,12.81186,11.26839,12.45974,14.27064,49.94584,49.0915,40.65054,61.57527,22.91734
2018-05-06 00:59:00,8630330696303481479,0.0,9.80196,12.7238,12.96765,11.84662,10.70704,44.12716,64.89773,68.27562,67.47724,39.14563
2018-05-06 01:00:00,863033069630348404,1.0,12.13382,10.85796,11.64413,9.88569,8.19021,52.44815,41.44501,63.74395,27.80089,4.51407
2018-05-06 01:01:00,359043379931766726,1.0,10.04213,14.60997,9.9179,10.6649,13.78981,67.80304,71.16962,42.96018,86.92966,3.53439
2018-05-06 01:02:00,359043379931766924,0.0,14.44418,13.39172,12.35845,9.40859,12.33646,64.83672,59.56721,22.38007,50.5049,32.37112
2018-05-06 01:03:00,3590433799317661560,0.0,15.548,14.34845,8.64392,11.2908,10.88958,75.95049,56.09595,80.96718,40.65972,94.60976
2018-05-06 01:04:00,359043379931766684,1.0,14.14028,10.03638,7.50056,12.54725,11.9998,53.13743,47.39259,51.41457,73.77918,3.03232
2018-05-06 01:05:00,863033069630348859,1.0,13.11537,9.08147,6.22293,15.94207,15.74799,44.92069,49.15338,39.52316,97.86641,53.32378
2018-05-06 01:06:00,359043379931766296,1.0,12.46447,12.23103,7.66788,12.2222,12.5627,57.03374,54.36591,57.47629,59.41156,71.39319
2018-05-06 01:07:00,359043379931766494,0.0,11.24429,15.44928,15.17889,6.67399,14.83157,67.02526,47.93256,93.86399,26.73239,18.05455
2018-05-06 01:08:00,8630330696303481131,1.0,11.48423,9.96546,9.11813,12.48517,14.14523,37.83624,84.06419,40.53692,67.19956,76.62268
2018-05-06 01:10:00,3590433799317662253,1.0,8.02705,12.86242,8.67818,13.33348,14.06154,58.05623,48.49372,56.35319,31.67972,90.95524
2018-05-06 01:11:00,3590433799317661909,1.0,14.78041,8.3826,9.41292,12.21776,13.3686,46.25536,47.82908,9.41505,33.66369,52.30384
2018-05-06 01:12:00,359043379931766536,1.0,6.84765,12.79279,11.77651,13.72718,16.69837,50.34447,49.13293,22.10274,40.9827,23.82004
2018-05-06 01:13:00,3590433799317661016,1.0,4.95301,12.04389,14.69136,10.27659,8.88334,62.81571,37.04047,0.19168,91.04077,26.07315
2018-05-06 01:14:00,8630330696303481438,0.0,9.19416,12.7623,6.6059,14.52456,9.82175,46.26474,73.13572,3.45469,93.20486,64.34582
2018-05-06 01:15:00,863033069630348867,1.0,7.46316,11.13358,10.15679,13.9877,13.66438,59.34386,56.82989,83.65498,71.58008,9.28931
2018-05-06 01:16:00,8630330696303482311,1.0,8.64481,12.35241,10.42086,13.26763,16.95462,60.14666,60.99348,81.95342,83.01252,37.72576
2018-05-06 01:17:00,3590433799317662113,1.0,7.98683,12.54481,11.95323,14.48813,15.95632,47.8015,43.82185,28.73951,59.70193,40.29083
2018-05-06 01:18:00,8630330696303481370,1.0,14.77738,9.66563,8.50646,13.18529,13.60216,58.16258,39.77488,52.66971,88.41482,57.63814
2018-05-06 01:19:00,863033069630348156,1.0,13.33559,8.3603,9.95982,13.90106,11.93936,56.67933,25.46454,94.51092,13.95373,76.56411
2018-05-06 01:20:00,8630330696303482212,0.0,11.56383,16.5414,14.03396,6.15337,15.14573,58.80099,41.88651,27.16704,33.96066,45.82038
2018-05-06 01:21:00,359043379931766221,0.0,13.2461,14.70584,10.74686,8.78464,13.64739,63.85243,71.03144,60.88057,37.21599,70.23275
2018-05-06 01:22:00,3590433799317662402,0.0,15.2587,12.307,11.07496,13.38906,10.55925,35.6407,64.34266,6.59998,82.30666,89.46866
2018-05-06 01:23:00,8630330696303481420,0.0,6.98206,10.93286,13.29347,11.18885,12.72338,50.64637,36.1965,91.80902,81.93091,74.78975
2018-05-06 01:24:00,8630330696303482386,1.0,13.31087,10.3209,8.24936,13.06502,15.29977,34.09253,72.61403,79.74718,96.97007,60.30819
2018-05-06 01:25:00,359043379931766031,0.0,18.14561,13.05924,9.25777,10.06852,8.93339,55.53615,58.83214,80.84515,91.29414,52.4172
2018-05-06 01:26:00,8630330696303482238,1.0,10.46291,13.23949,7.53644,9.66891,14.12635,44.26379,56.95461,33.39501,59.41079,89.86278
2018-05-06 01:27:00,3590433799317662030,0.0,12.81824,14.75718,12.38256,7.662,13.00855,53.31174,56.80728,31.9424,44.33979,67.13807
2018-05-06 01:28:00,359043379931766833,0.0,9.61783,13.15917,12.64193,7.84475,13.44957,72.14823,46.27541,57.43045,39.10056,78.81088
2018-05-06 01:29:00,8630330696303482121,0.0,8.71621,9.68163,11.24244,11.53074,11.12557,32.26477,48.96991,58.54016,5.08979,27.07374
2018-05-06 01:30:00,863033069630348537,1.0,12.05493,8.89105,8.85003,11.42285,13.28382,51.03624,56.22017,20.07239,37.35879,66.83934
2018-05-06 01:31:00,359043379931766338,0.0,11.75063,11.78566,8.53707,11.2744,14.91475,68.97086,76.6457,73.18069,37.56452,22.35788
2018-05-06 01:32:00,3590433799317661107,1.0,11.44542,10.19194,8.93579,12.5283,15.10504,83.03834,63.04443,29.37083,10.02462,20.77884
2018-05-06 01:33:00,8630330696303481248,0.0,12.61793,12.74228,10.98501,10.08689,11.87642,72.54974,63.31097,95.10723,56.03982,86.02622
2018-05-06 01:34:00,3590433799317662410,1.0,11.94359,9.20685,10.37406,12.63642,13.40579,73.56664,49.66505,60.04018,86.93025,99.2363
2018-05-06 01:35:00,863033069630348404,1.0,10.05144,12.6888,6.08651,16.46373,10.27581,44.09242,33.19097,36.4853,48.38469,70.21125
2018-05-06 01:36:00,8630330696303481586,1.0,8.93748,12.45309,7.68688,13.45237,7.18878,54.87995,66.42543,56.52232,66.41285,5.07974
2018-05-06 01:37:00,359043379931766346,1.0,12.02735,11.00496,7.63898,12.88715,15.14648,37.22475,36.3745,78.76397,58.11313,47.27578
2018-05-06 01:38:00,3590433799317662451,1.0,12.16316,12.99751,9.24078,8.24125,12.75817,43.38909,35.14973,8.40057,43.26322,37.21624
2018-05-06 01:39:00,359043379931766650,0.0,11.51704,13.70583,12.9215,9.7344,13.09336,42.12795,46.73458,25.56834,25.34707,42.85864
2018-05-06 01:40:00,8630330696303482097,1.0,12.98671,7.82265,10.10415,13.90663,12.5573,52.3926,51.00406,49.96955,81.19376,84.52348
2018-05-06 01:41:00,359043379931766726,1.0,6.75525,11.36241,11.49916,14.11,11.93722,61.25136,58.95478,15.17471,28.14027,25.54857
2018-05-06 01:42:00,863033069630348776,1.0,9.11437,10.36809,11.8006,14.89367,11.84885,73.25357,73.09723,74.16239,58.97631,25.52073
2018-05-06 01:43:00,863033069630348172,1.0,13.30835,9.01835,9.20662,13.56249,9.80503,56.51417,59.31026,64.76168,10.14887,47.26156
2018-05-06 01:45:00,8630330696303481727,1.0,7.73408,10.77434,11.3812,11.8557,13.85879,44.76225,53.94743,76.45046,31.66856,60.69675
2018-05-06 01:46:00,359043379931766189,1.0,13.49337,6.89711,10.10437,14.65651,12.37782,66.84786,56.31893,57.90339,0.58629,17.47934
2018-05-06 01:47:00,8630330696303481164,1.0,13.42691,11.93182,6.39702,12.60813,10.81473,56.84049,63.94995,44.09075,60.33289,4.38767
2018-05-06 01:48:00,8630330696303481602,1.0,11.81634,13.90685,9.61949,14.71853,8.27421,59.93125,53.64168,0.66753,31.45492,26.02974
2018-05-06 01:49:00,863033069630348743,1.0,14.04081,10.04574,6.82163,12.98809,12.87108,35.09229,63.72288,17.68173,51.19751,24.39221
2018-05-06 01:50:00,863033069630348859,1.0,12.34001,8.97546,6.53932,12.33059,13.20869,35.91428,65.62915,83.28605,74.39951,94.36437
2018-05-06 01:51:00,3590433799317661412,1.0,7.23042,11.18782,9.85567,16.36276,10.75466,52.97003,49.70477,47.99559,39.60167,54.58028
2018-05-06 01:52:00,3590433799317661958,0.0,8.13488,13.6768,9.33753,12.36792,10.29762,48.5967,46.26889,17.51288,24.8761,99.04748
2018-05-06 01:53:00,3590433799317661685,0.0,12.8403,10.99184,11.22714,9.74633,14.18979,59.37725,52.37427,50.23721,66.62859,44.28601
2018-05-06 01:54:00,3590433799317661503,1.0,5.74792,11.03326,10.29609,16.06553,11.45082,51.67439,64.19402,91.72744,52.67172,26.87251
2018-05-06 01:55:00,359043379931766700,1.0,14.48875,9.85783,5.975,15.99035,15.18284,70.70256,70.18962,37.91035,76.52286,43.6281
2018-05-06 01:56:00,3590433799317662261,0.0,10.89284,12.34856,11.58601,9.68924,12.91256,39.26694,45.69237,7.53299,97.97705,64.9057
2018-05-06 01:57:00,8630330696303482212,1.0,6.64312,16.05394,10.17653,13.33987,15.08519,45.45313,41.63389,54.26078,68.03335,9.57969
2018-05-06 01:58:00,8630330696303482287,1.0,11.4354,7.71049,10.33522,12.7613,9.1605,47.86895,53.0953,27.80856,83.46356,44.35937
2018-05-06 01:59:00,3590433799317662436,1.0,9.97262,11.76956,10.62782,14.32623,13.0552,60.35671,31.37002,99.87066,86.83477,53.27597
2018-05-06 02:00:00,3590433799317661149,0.0,10.16745,11.85449,8.47597,10.62513,10.11274,49.63456,64.41322,5.47264,92.79871,19.39037
2018-05-06 02:01:00,8630330696303481164,1.0,8.31717,12.84122,8.81596,14.47495,13.04241,46.9658,45.7995,20.3106,92.80606,73.69582
2018-05-06 02:02:00,8630330696303481628,0.0,12.3162,11.75465,13.89597,11.08151,12.53819,46.94674,56.79701,27.19556,71.86974,58.51644
2018-05-06 02:03:00,359043379931766445,0.0,14.46861,13.8979,13.3146,7.12747,12.93865,45.35648,51.89922,58.71516,6.01123,36.36928
2018-05-06 02:04:00,8630330696303482295,1.0,9.99115,10.98755,12.93622,9.78232,11.48386,48.30337,57.22547,40.04986,67.93774,79.1462
2018-05-06 02:05:00,8630330696303481479,1.0,15.18345,9.02095,10.0739,10.85524,11.32111,70.17332,61.80272,1.07596,7.38101,10.32733
2018-05-06 02:06:00,3590433799317662329,1.0,11.62509,10.03566,7.99304,12.68421,14.33213,73.58994,66.52395,90.80896,67.92003,44.28531
2018-05-06 02:07:00,863033069630348446,1.0,13.43289,10.04039,7.71291,14.43876,13.17912,79.4393,56.40296,43.13774,15.49639,93.70557
2018-05-06 02:08:00,8630330696303482220,1.0,15.41383,8.33319,7.93089,16.26947,11.46362,48.75163,73.32573,26.49178,33.23733,47.78746
