ts	imei	mwra	p.android.chrome	p.system	p.android.externalstorage	p.android.packageinstaller	p.android.documentsui	p.android.gm	p.android.settings	p.inputmethod.latin	p.notifier	p.katana	p.dogalize	p.android.defcontainer	p.google	p.android.gms	p.olauncher	p.android.vending	p.browser.provider	p.process.gapps	p.gms.persistent	p.simulator
2018-05-07 00:03:00	863033069630348867	1.00000	11.29123	10.62818	9.42346	8.92314	11.31692	8.87666	11.75333	54.76004	0.00154	40.98882	49.11937	42.48216	87.25733	40.47853	9.21714	85.95713	69.97820	18.80779	20.54195	29.23164
2018-05-07 00:04:00	8630330696303481321	0.00000	4.83832	8.15611	13.79277	14.70440	6.26037	14.59553	13.92778	55.37597	0.00018	62.98173	78.67218	69.06887	94.65335	50.54085	20.95896	56.18808	43.27783	91.00627	85.41962	85.54768
2018-05-07 00:05:00	359043379931766395	0.00000	13.19820	6.04806	14.02695	14.56161	10.95173	13.16251	8.10343	67.09845	0.00009	48.66869	34.58624	47.85486	80.92183	71.95103	64.13227	83.31279	53.54345	97.26025	27.29110	16.90494
2018-05-07 00:06:00	8630330696303481933	1.00000	9.53123	13.77467	14.38239	11.24950	7.65656	3.31963	11.79770	64.83096	0.03446	41.81631	44.36680	87.44872	0.89785	37.09550	88.08503	96.66209	18.00159	40.97250	26.54478	0.24535
2018-05-07 00:07:00	8630330696303481255	1.00000	14.05405	8.67236	5.33687	9.11298	7.58099	7.64804	13.46703	69.15132	0.00025	37.88279	48.40108	10.32140	87.49673	11.54961	85.67755	18.58265	80.96898	29.73075	44.93304	2.58224
2018-05-07 00:08:00	359043379931766791	0.00000	11.75844	8.33820	12.87651	14.40226	10.97019	11.19691	10.55463	49.66062	0.00021	35.96558	62.82395	75.73617	96.99847	91.78197	27.20508	2.95818	99.86725	74.84629	66.69215	71.20251
2018-05-07 00:09:00	8630330696303481537	1.00000	10.00204	14.25958	13.82715	6.98716	11.98121	6.83213	14.92738	53.03753	0.05590	56.96927	62.02410	96.30142	60.98532	10.38665	59.46084	37.25490	1.76167	16.32885	38.63823	90.12890
2018-05-07 00:10:00	8630330696303481479	1.00000	10.07915	10.17842	12.32588	7.86778	15.90621	11.82477	11.37988	54.59072	0.00098	40.83427	56.84225	15.78014	89.54700	48.27140	44.33475	27.00797	17.70680	20.70649	20.59199	79.85525
2018-05-07 00:11:00	3590433799317662154	1.00000	8.50096	12.56345	11.00620	10.14424	14.44142	11.28098	13.93937	55.25819	0.01027	46.50008	54.59673	37.86790	31.58276	75.27346	60.65694	98.62572	23.92597	4.17033	49.29847	48.71449
2018-05-07 00:12:00	8630330696303481438	1.00000	14.89989	9.90373	9.15259	7.90485	9.33656	9.81351	12.94856	58.40357	0.00075	60.70109	42.94868	53.83469	42.31316	32.63168	20.53709	15.42755	21.13329	42.27677	10.39607	22.46441
2018-05-07 00:13:00	359043379931766601	1.00000	8.23266	8.65754	12.35108	12.24579	10.33954	9.17980	11.46320	52.46749	0.00026	51.81252	68.25227	63.57316	78.69873	75.91339	56.24178	42.58892	64.49538	27.00775	84.48159	15.83088
2018-05-07 00:14:00	359043379931766635	1.00000	12.79902	9.22676	12.85082	11.35491	12.27655	10.39446	13.91120	53.46010	0.00037	55.13973	48.85544	10.72986	78.27613	92.99224	52.33462	65.89947	99.12070	8.25994	30.85725	56.47152
2018-05-07 00:15:00	8630330696303481966	0.00000	11.58459	14.41641	11.21059	11.78866	12.45583	9.94099	10.86350	64.71623	0.06538	39.48518	23.44430	55.45913	90.97770	39.50725	84.50311	10.86381	2.29424	48.21197	22.53979	64.92895
2018-05-07 00:16:00	8630330696303482287	0.00000	10.02702	9.54557	10.75822	8.23610	10.61608	11.91794	10.54330	52.08696	0.00054	53.31472	59.55398	13.50968	6.56878	33.40119	9.44412	94.21072	90.40990	57.07330	97.18801	43.25872
2018-05-07 00:17:00	3590433799317662329	1.00000	8.67957	15.95036	15.61452	6.66501	9.79587	5.81620	16.33313	53.68506	0.30282	51.83776	41.88410	40.46456	28.27877	24.58132	1.95830	44.75260	95.35300	69.46983	4.98834	52.48541
2018-05-07 00:18:00	3590433799317661677	0.00000	6.90700	12.65707	12.90905	12.46535	10.02709	9.39225	12.75451	55.73808	0.01131	56.39975	45.88700	11.46309	57.74286	33.40993	78.74371	76.17444	53.63732	52.16622	14.62341	86.85329
2018-05-07 00:19:00	863033069630348370	0.00000	11.74363	9.07877	10.54438	11.51759	11.54449	8.62468	11.93558	71.11718	0.00036	65.49038	43.64399	73.68426	42.06734	15.00283	13.67934	94.65340	47.45392	28.03534	24.23251	65.71745
2018-05-07 00:20:00	8630330696303482121	0.00000	11.73441	8.08497	10.44402	12.93779	10.02508	11.93727	12.99333	54.55692	0.00014	66.76203	63.04034	25.00523	0.60306	42.33653	36.26455	1.83302	7.05638	20.43441	28.92686	21.91645
2018-05-07 00:21:00	359043379931766890	1.00000	14.88018	8.20527	7.18788	7.93001	7.67536	9.93204	15.28179	53.87874	0.00019	53.58409	69.44471	96.25929	10.98695	25.48678	26.49031	80.96411	97.94864	40.04794	32.28266	10.93962
2018-05-07 00:22:00	863033069630348495	0.00000	9.39323	12.81103	12.20454	11.81314	8.31195	7.45259	10.52281	59.98948	0.01317	13.56543	38.53190	79.13954	31.54082	62.61557	44.79108	7.53699	97.14709	24.37914	68.50753	80.82231
2018-05-07 00:23:00	8630330696303481800	1.00000	13.51266	9.35750	6.94973	9.07292	6.02519	9.19519	14.42379	55.16087	0.00049	57.69633	49.32819	67.04345	74.59957	7.61174	81.34047	49.76758	23.42520	25.28743	6.45095	50.03945
2018-05-07 00:24:00	359043379931766551	1.00000	17.71992	8.35765	4.83198	9.19399	6.73328	8.09429	14.74361	58.40240	0.00022	36.17815	49.39241	70.46588	4.36838	2.14781	93.70948	99.17887	49.14630	11.30297	15.90526	12.67924
2018-05-07 00:25:00	8630330696303481206	0.00000	9.80170	11.47120	12.11411	10.69323	10.25708	15.29801	16.49591	56.69751	0.00347	58.94454	46.82663	38.49130	71.87334	7.01674	50.56912	91.79672	55.27102	60.23128	61.99360	73.87204
2018-05-07 00:26:00	3590433799317662345	1.00000	11.50932	10.79517	11.80784	9.04181	11.31955	8.91545	9.68695	39.09460	0.00180	62.85860	31.82145	85.13314	6.26198	27.52795	94.44940	88.61066	82.47184	73.87263	85.14476	31.71297
2018-05-07 00:27:00	8630330696303482048	1.00000	13.32151	7.44854	12.69377	9.43853	13.35504	11.24520	12.73320	53.45384	0.00011	64.20461	35.00797	16.73792	55.16072	27.56962	94.58859	6.00808	72.61982	25.76496	47.47264	88.81662
2018-05-07 00:28:00	8630330696303482246	1.00000	14.83995	5.42105	7.92258	9.68776	7.87007	9.24848	13.99904	55.97894	0.00005	62.22312	45.50083	77.80022	6.05093	28.47326	8.77276	13.06087	66.60944	44.66850	82.18113	70.07884
2018-05-07 00:29:00	3590433799317661644	0.00000	9.91437	14.94154	14.98027	11.50815	8.43263	6.25161	11.31568	56.15820	0.11047	67.89009	50.56051	43.74923	81.25519	20.33266	6.59252	53.41844	33.27078	85.40068	16.23089	43.09375
2018-05-07 00:30:00	8630330696303481685	0.00000	10.64711	11.61946	13.21701	12.26068	9.47888	7.28299	9.22411	60.35289	0.00403	59.57697	48.01235	41.54008	19.98186	30.99682	82.93305	59.64150	2.49201	90.09229	82.24718	39.56277
2018-05-07 00:31:00	3590433799317661305	1.00000	13.00988	7.14730	7.38785	10.03670	7.21668	9.55031	13.79469	84.40759	0.00012	49.55482	73.20143	33.30711	56.90260	15.41204	37.52295	37.05981	78.81731	93.36423	22.91744	94.73414
2018-05-07 00:32:00	359043379931766429	0.00000	15.10122	12.43305	7.96011	10.33465	10.56168	6.33422	11.68529	47.10004	0.00904	48.21893	57.08855	44.04380	18.45107	10.07008	17.87156	53.99429	17.47177	27.87308	89.81237	85.29068
2018-05-07 00:33:00	359043379931766601	1.00000	7.62345	15.29711	13.16970	9.91509	11.83814	7.01832	12.80358	70.25941	0.15760	39.72820	59.68161	95.06162	50.57691	87.18842	15.88817	69.84248	36.22541	74.62767	55.81284	30.84330
2018-05-07 00:34:00	8630330696303482014	0.00000	9.32112	6.13804	9.95457	16.52271	6.61235	9.76651	11.13403	51.14149	0.00007	56.97717	43.01853	86.58531	58.63055	23.97516	88.04138	75.06200	63.21490	56.84496	6.79061	61.17385
2018-05-07 00:35:00	863033069630348354	1.00000	9.17951	12.95345	14.01900	8.51798	8.20043	5.97250	10.28627	38.98141	0.01514	29.10701	31.88163	66.51143	86.17596	0.82386	88.69800	29.90679	35.54611	14.49792	33.84707	5.31783
2018-05-07 00:36:00	8630330696303482436	0.00000	9.07484	10.43838	14.95543	12.31246	8.91174	11.04835	13.40960	45.25331	0.00128	47.22396	49.76907	3.49749	95.83816	66.08841	83.74798	2.32899	87.36754	55.61063	89.46225	35.10811
2018-05-07 00:37:00	8630330696303481495	1.00000	9.00389	9.89988	10.62319	10.72793	9.23956	11.42389	12.74892	50.41582	0.00076	43.49452	55.92252	33.89823	1.89196	18.39996	30.05626	37.95912	48.34663	76.48916	85.26309	3.76021
2018-05-07 00:38:00	863033069630348784	1.00000	15.67409	10.86713	7.99972	8.90678	8.91178	9.12595	15.53704	39.46105	0.00195	47.79153	58.48409	20.86821	80.07564	52.76088	46.92758	77.18373	31.33348	37.88760	84.69812	28.29342
2018-05-07 00:39:00	3590433799317661487	1.00000	16.32207	7.89908	7.70229	12.62824	8.05351	8.87634	15.67581	73.47282	0.00013	50.90777	63.49355	88.87092	67.39189	78.04949	30.59368	80.76081	35.68498	91.19411	63.98385	63.65327
2018-05-07 00:40:00	8630330696303481321	0.00000	8.90872	13.92682	15.32554	7.19564	13.03752	8.67273	17.00443	78.85783	0.04009	54.94798	34.08304	85.77405	77.94525	19.07502	2.83818	20.95480	30.94658	70.09000	78.94702	33.32527
2018-05-07 00:41:00	863033069630348255	1.00000	9.72479	8.59413	11.28378	7.80683	8.96313	11.61802	13.51494	44.87668	0.00023	48.54684	46.43359	59.03078	49.19480	66.38136	20.65122	76.17669	60.97842	72.20957	17.24329	21.10647
2018-05-07 00:42:00	8630330696303482295	1.00000	14.37519	7.94079	12.62481	13.68669	10.54405	9.98786	13.68748	51.67642	0.00017	57.30223	67.33686	76.45618	98.88214	68.42346	76.15424	83.19899	38.97130	2.34420	18.90586	37.66673
2018-05-07 00:43:00	359043379931766585	0.00000	12.33978	10.32138	14.08240	9.36105	11.31768	10.50853	10.88159	54.89870	0.00111	44.25609	57.85913	91.97973	44.56985	84.51115	82.56528	29.21312	50.28583	74.28966	40.17271	49.54391
2018-05-07 00:44:00	3590433799317661164	1.00000	15.23868	8.20367	6.22356	10.81314	4.98304	9.33520	17.73802	34.12100	0.00017	62.07336	45.40553	21.20258	12.73144	99.10499	59.71389	11.98694	12.35312	8.75331	71.37003	80.15171
2018-05-07 00:45:00	8630330696303481768	0.00000	9.77527	11.19536	9.04481	12.29195	9.42272	6.49398	10.04297	56.90685	0.00266	58.15955	55.13002	29.99848	23.82386	79.51298	78.20248	40.54431	42.98827	2.07107	49.57581	44.30936
2018-05-07 00:46:00	863033069630348453	1.00000	6.25263	14.31590	11.16627	9.80336	11.70430	7.56769	8.96228	61.48793	0.05908	67.31539	53.58407	66.64893	37.69264	64.24281	11.69099	13.72200	94.60816	50.28866	12.95966	52.03777
2018-05-07 00:47:00	359043379931766676	1.00000	7.16573	14.35941	11.20062	11.24171	12.92765	10.12536	9.55859	48.31969	0.06173	53.80735	37.85788	52.32250	35.08537	70.73037	66.00274	46.06460	81.89304	61.49235	30.29784	79.38475
2018-05-07 00:48:00	8630330696303481784	1.00000	12.33998	10.93342	13.02013	9.41726	14.52744	12.24740	15.61726	68.87061	0.00206	40.33111	43.90390	53.94043	4.62767	72.85711	63.25980	67.99029	88.22523	22.58257	31.80867	65.51526
2018-05-07 00:49:00	3590433799317661651	1.00000	12.81372	8.59047	10.73243	11.03076	11.33269	8.12008	10.90060	32.06279	0.00024	43.74923	49.15006	37.97935	87.50793	47.05045	14.66151	54.11759	76.45598	78.17402	69.91199	54.58297
2018-05-07 00:50:00	359043379931766437	0.00000	8.07340	7.87681	10.08749	16.51841	6.92825	14.22073	15.02737	49.47911	0.00015	66.02904	47.79429	14.10177	83.03408	47.41007	49.29943	13.61279	46.54157	49.84662	64.02158	7.54189
2018-05-07 00:51:00	359043379931766486	1.00000	13.24092	8.89169	10.63780	12.04428	8.57565	14.99931	16.52384	29.27320	0.00029	54.24217	51.29638	70.35929	12.84431	60.58059	86.52232	87.07834	11.73874	19.83416	70.52785	46.30864
2018-05-07 00:52:00	8630330696303481586	0.00000	10.05495	9.40569	12.98436	11.77038	10.21057	13.28084	13.82847	56.08904	0.00045	48.26118	60.53354	0.04736	44.34685	84.60201	57.57889	84.52118	66.04155	87.22571	33.17242	44.44631
2018-05-07 00:53:00	3590433799317662378	0.00000	8.00995	9.85069	14.59700	13.98890	9.30501	14.66569	11.94900	53.58708	0.00070	62.94053	56.26362	57.74783	48.36428	15.54420	81.26809	51.47897	37.40512	25.05667	6.71266	29.56469
2018-05-07 00:54:00	863033069630348909	1.00000	10.85279	9.04677	14.74122	9.77798	13.61318	14.14480	14.78426	48.98663	0.00035	63.57438	26.03117	39.14595	94.78721	51.35892	3.78150	41.65559	6.83958	85.03280	89.45966	65.95790
2018-05-07 00:55:00	8630330696303481875	1.00000	11.43157	8.87935	11.44556	9.19817	12.05824	9.45157	10.89867	77.77024	0.00028	46.74495	54.43307	49.06009	12.50095	18.86336	57.92463	41.19418	54.86518	29.58745	1.50616	94.24059
2018-05-07 00:56:00	8630330696303482444	0.00000	10.86009	10.39428	13.97127	13.73521	11.66054	15.23904	12.92023	21.62622	0.00125	47.94883	39.39312	7.71612	0.57870	26.51652	88.58018	78.61308	18.83510	21.14112	29.85112	11.33504
2018-05-07 00:57:00	8630330696303481305	1.00000	7.58764	15.05349	15.05708	7.45269	10.37751	8.64594	16.97544	46.86281	0.12354	40.88584	46.09276	44.55122	93.63790	39.98451	31.11128	47.81124	87.69792	34.18090	42.80176	66.94617
2018-05-07 00:58:00	3590433799317661396	0.00000	6.40191	8.69469	12.05021	13.58565	5.83868	13.58396	14.25706	68.11445	0.00028	52.06397	60.00480	13.54888	65.57532	64.17052	60.32093	88.12585	29.63822	63.70428	37.90827	69.02799
2018-05-07 00:59:00	863033069630348149	1.00000	17.14051	6.92275	4.52459	8.86230	4.11443	9.51214	17.71022	71.73736	0.00011	45.89003	55.42522	1.20257	11.95855	89.23258	70.92016	68.76465	64.34070	43.44410	19.03025	46.67584
2018-05-07 01:00:00	8630330696303481396	1.00000	8.32220	15.76014	12.95129	7.94959	10.95726	7.71177	16.56796	46.18710	0.25040	44.12389	52.82676	71.69024	94.98823	4.50062	10.12636	17.41311	35.81340	48.19919	97.74250	94.57396
2018-05-07 01:01:00	8630330696303482360	0.00000	8.29497	13.30599	13.51967	12.89397	6.18372	6.34639	9.56890	50.42488	0.02155	61.87306	63.50454	79.20332	32.24706	15.61848	50.78198	37.08194	42.35271	35.68423	18.60765	19.99747
2018-05-07 01:02:00	3590433799317661701	1.00000	8.58227	12.69829	10.90391	7.77385	15.74094	11.52106	15.55030	51.50006	0.01174	49.47838	55.19452	22.41070	70.13259	82.13493	5.43715	92.55861	94.68132	7.29845	42.94132	1.95072
2018-05-07 01:03:00	8630330696303482444	1.00000	11.36399	8.36823	9.26210	6.20865	9.62119	9.96428	11.38099	67.13239	0.00022	58.20294	60.41295	51.32834	32.82667	28.07626	5.76905	92.84995	8.15045	33.75332	10.86247	44.13861
2018-05-07 01:04:00	359043379931766783	1.00000	9.92183	13.43180	15.14363	9.27147	11.73757	8.17654	10.95365	55.91375	0.02446	58.65049	44.82333	28.74349	68.15950	22.91103	85.31225	50.22814	63.71530	29.79041	2.07331	10.31976
2018-05-07 01:05:00	3590433799317662493	1.00000	11.84021	7.57637	10.51788	8.77137	10.71626	9.86039	11.41296	57.86637	0.00014	50.42054	63.77429	25.79879	95.13425	6.63327	14.69515	51.62744	78.84692	18.88966	29.04459	36.51213
2018-05-07 01:06:00	3590433799317661966	1.00000	9.55546	18.43103	15.23571	10.22110	12.69208	9.11785	13.94436	20.00696	3.61798	36.88026	42.09982	77.32597	15.34966	82.91111	49.80254	77.39748	39.53232	2.83754	71.83202	86.25406
2018-05-07 01:07:00	8630330696303481685	1.00000	14.70529	11.89125	8.37562	7.78685	7.92599	10.05813	15.13580	50.49891	0.00528	57.08248	37.85522	20.07970	16.62169	65.81997	94.30870	52.04840	44.56927	98.31415	95.29530	42.98617
2018-05-07 01:08:00	359043379931766742	0.00000	10.09251	15.43751	12.39323	11.94288	13.07499	13.49837	10.87593	43.08878	0.18134	47.22972	58.08711	51.85478	42.64382	60.01856	87.06208	10.76998	9.88859	30.00180	56.52540	26.38075
2018-05-07 01:09:00	863033069630348750	0.00000	9.61530	11.61185	10.33201	13.10370	6.63319	8.14926	7.31817	62.82048	0.00401	25.30878	57.69912	23.21592	5.42945	46.36108	28.23017	73.79910	64.01828	63.22065	58.42936	84.16830
2018-05-07 01:10:00	8630330696303482345	0.00000	8.38601	9.58880	11.75597	12.59243	7.08378	7.54576	6.89376	45.24417	0.00060	33.44430	47.10597	88.70047	40.71634	95.34837	59.97528	19.88369	70.68290	98.14894	46.94997	39.59358
2018-05-07 01:11:00	8630330696303481198	1.00000	10.66142	13.17736	15.30565	10.78430	12.47189	9.53614	11.51286	31.08443	0.01896	45.70859	60.99660	94.65741	30.99536	61.64384	42.87112	28.61342	47.34505	92.33044	27.38841	39.18044
2018-05-07 01:12:00	359043379931766007	1.00000	10.20271	8.07643	11.53430	8.79182	10.80258	9.67635	10.28108	61.77059	0.00015	49.30889	37.90542	41.57298	21.65520	18.97910	83.20938	69.79352	35.86575	16.86200	63.51346	38.95397
2018-05-07 01:13:00	3590433799317661024	1.00000	9.20768	11.72240	6.31974	10.99708	13.96838	10.91971	11.22978	43.50434	0.00443	38.86919	54.76334	64.51270	55.46597	1.80079	64.21493	46.35092	60.13226	39.39560	56.26987	12.03396
2018-05-07 01:14:00	359043379931766809	0.00000	12.27919	7.32931	11.74497	12.76467	9.93425	9.66521	11.57182	42.84300	0.00009	49.77154	36.43594	73.29021	98.77052	64.62480	78.42154	81.36252	91.17804	18.68244	40.78391	85.31968
2018-05-07 01:15:00	863033069630348446	1.00000	15.84297	8.41840	10.79096	12.35162	9.50624	9.49560	14.42114	50.59218	0.00021	42.80684	69.71207	13.59528	88.15324	83.91694	69.11708	19.27725	74.30086	31.73989	6.07057	64.03849
2018-05-07 01:16:00	359043379931766296	0.00000	9.31866	13.34236	10.76250	13.30229	11.64679	11.48235	8.22421	61.32377	0.02238	26.51049	33.27651	38.62776	67.52222	42.95685	3.22541	32.42624	55.80189	42.00366	44.01987	84.19273
2018-05-07 01:17:00	8630330696303481552	0.00000	10.89839	12.18933	13.45916	9.42790	10.70063	10.50579	11.38703	57.10763	0.00711	40.93404	40.80657	70.57470	60.35004	25.25388	31.02960	97.24699	55.47487	78.91650	38.83221	78.32827
2018-05-07 01:18:00	863033069630348891	1.00000	6.21601	16.32504	10.31025	10.82654	14.68110	9.32731	14.85666	43.83665	0.44042	44.00867	56.22244	15.11672	23.60377	5.44356	41.71262	11.41737	85.19860	39.07745	26.30011	70.42100
2018-05-07 01:19:00	3590433799317662394	1.00000	7.22121	16.27678	14.14691	10.58804	8.54538	5.29811	13.69888	53.05476	0.41972	63.57908	65.80560	56.65376	29.44802	32.92915	41.30058	43.11167	39.00533	33.03184	50.07762	11.73013
2018-05-07 01:20:00	3590433799317661107	1.00000	16.34604	5.28318	10.16139	13.93547	7.70190	8.90923	13.83405	42.28606	0.00004	27.90467	53.45867	5.48625	96.27068	72.84275	16.22685	17.22498	77.79572	63.49212	28.82681	67.21525
2018-05-07 01:21:00	3590433799317661206	1.00000	9.74370	18.85790	12.78982	10.17746	13.05001	6.08998	13.10574	59.03491	5.54428	37.92216	36.61619	42.88746	4.65947	94.69851	8.23017	15.24130	35.41147	69.83856	59.77798	2.57943
2018-05-07 01:22:00	8630330696303482048	1.00000	9.61103	10.83550	7.85818	8.27608	5.97441	8.98757	12.95217	41.27250	0.00190	43.21812	68.90060	85.88099	28.85296	50.38733	85.10244	61.58871	9.74191	24.93936	51.61329	58.97453
2018-05-07 01:23:00	3590433799317661800	1.00000	11.78824	6.92788	12.40131	9.26739	16.21404	11.65326	12.97393	60.02651	0.00012	40.70841	56.76521	24.29425	23.95394	7.30122	82.06692	78.47280	63.82266	20.93816	3.92347	84.17087
2018-05-07 01:24:00	3590433799317661255	0.00000	9.66415	5.69774	10.89968	13.60598	8.11739	11.05472	10.57571	63.24115	0.00005	72.00077	61.29652	92.94407	85.63438	83.40678	63.80078	91.44405	86.22448	23.64309	65.44999	31.02919
2018-05-07 01:25:00	359043379931766015	0.00000	9.89599	13.64104	13.77752	14.73956	10.46728	10.11352	9.66451	43.83396	0.03010	46.01621	46.30673	70.63029	46.26018	26.41982	96.21235	35.76716	28.97034	43.35419	40.79310	97.12402
2018-05-07 01:26:00	3590433799317661230	1.00000	12.50252	7.46002	7.87183	10.15477	7.01581	11.02973	16.32313	64.61521	0.00007	57.67614	53.59910	56.04311	7.44029	19.85215	0.24576	4.20029	83.45031	91.07820	26.77628	52.49564
2018-05-07 01:27:00	3590433799317661859	1.00000	9.79258	13.48160	14.86227	10.56092	9.27713	9.60540	12.12591	63.36194	0.02569	48.12156	77.47193	75.77334	85.76612	99.82445	65.67434	48.83068	13.98755	44.50434	53.93909	53.85971
2018-05-07 01:28:00	8630330696303482147	1.00000	9.19391	10.39720	8.79881	7.76107	15.66680	12.71618	13.56162	77.66842	0.00122	23.03188	53.34520	3.12359	1.60522	39.53623	42.31432	67.32052	75.71485	70.09357	94.29942	23.59113
2018-05-07 01:29:00	3590433799317661529	1.00000	12.55454	11.84999	9.73252	10.77150	11.48446	7.92726	10.89244	51.48170	0.00510	58.10356	57.81737	19.52547	55.32217	93.96071	29.43411	44.37982	96.91797	63.93565	90.29821	87.69348
2018-05-07 01:30:00	359043379931766478	1.00000	8.74316	10.66477	12.22391	8.01026	13.68244	9.67012	11.39022	48.03594	0.00157	48.54937	53.27299	77.52531	30.02256	97.88412	59.91370	94.74412	5.08069	3.77107	56.43614	85.93730
2018-05-07 01:31:00	863033069630348743	1.00000	11.51429	8.95317	6.97737	8.09764	9.12633	9.31154	16.05549	70.72281	0.00034	58.37900	59.92509	69.64565	98.93067	8.55143	74.90564	45.44974	7.18390	95.34467	8.03494	92.07994
2018-05-07 01:32:00	8630330696303482303	0.00000	6.32075	12.68711	12.38757	9.90341	14.87015	12.97105	17.18291	52.20247	0.01161	27.92884	35.02670	90.43015	95.84357	31.34285	5.31053	33.44676	92.12814	67.03018	18.94472	94.09967
2018-05-07 01:33:00	3590433799317662428	0.00000	8.48748	10.79526	13.71029	12.09327	9.25642	9.73238	8.72661	56.15878	0.00179	38.16520	38.59053	72.40685	76.97272	10.97815	40.06783	57.70511	60.34893	88.82578	86.65753	92.47329
2018-05-07 01:34:00	8630330696303481156	1.00000	11.44735	7.65355	9.42517	10.43401	7.26570	9.12839	13.26337	48.34325	0.00012	50.20157	45.16152	59.19816	73.30067	82.09316	30.15974	69.56941	0.45242	27.82444	1.62490	8.36777
2018-05-07 01:35:00	3590433799317661859	0.00000	9.31287	9.88519	12.78465	11.24019	10.61856	15.99674	13.50171	75.72886	0.00077	38.13754	55.02876	61.75153	90.18814	29.74646	89.08762	23.07497	85.31395	95.23422	47.86081	44.65003
2018-05-07 01:36:00	3590433799317661065	1.00000	10.73978	7.74159	11.68177	9.69512	11.57989	9.65781	11.18563	64.48227	0.00014	48.83829	53.01336	47.23860	49.02214	92.98416	54.18070	24.98008	22.75208	92.58421	13.16683	5.10828
2018-05-07 01:37:00	8630330696303481651	1.00000	6.62762	14.29517	9.12197	11.68752	11.48230	9.57066	11.25671	71.84909	0.05787	30.78792	69.25696	68.46066	73.23014	27.57855	44.61782	73.47632	20.04817	65.51445	2.34647	85.22820
2018-05-07 01:38:00	8630330696303481263	1.00000	7.94596	15.09804	14.64775	11.71146	12.45960	8.90887	14.29613	57.53016	0.12916	56.20507	55.13576	54.29651	35.04434	13.98291	41.96281	95.90038	60.46114	77.41156	97.46391	8.81952
2018-05-07 01:39:00	3590433799317662469	0.00000	8.49336	8.58371	13.78619	10.81478	8.57103	13.81642	12.37227	44.51846	0.00027	51.17598	30.68365	52.35282	48.74368	45.34756	70.27972	37.06866	36.19998	46.45313	66.78666	2.00561
2018-05-07 01:40:00	8630330696303482220	0.00000	7.89411	11.84192	12.35844	10.86853	10.67247	13.49653	13.68713	49.60727	0.00502	66.06106	23.76326	39.61621	96.35313	31.10024	61.10743	32.72838	81.34937	97.45248	86.23771	80.86366
2018-05-07 01:41:00	3590433799317661271	0.00000	13.25551	6.11944	8.98651	10.27113	8.45211	9.17210	13.43296	40.87944	0.00004	37.38589	45.75449	92.01432	29.59621	82.70802	17.98595	56.06806	89.55617	93.83291	73.11816	80.53770
2018-05-07 01:42:00	3590433799317661511	1.00000	11.09513	6.80621	9.12752	6.59950	8.65101	11.77245	13.82171	52.80121	0.00010	57.98860	51.30097	98.01792	39.79411	7.84926	70.50166	11.74836	29.73719	34.30419	98.25172	58.11173
2018-05-07 01:43:00	8630330696303482352	0.00000	8.72364	12.59059	11.77841	12.28489	9.60653	10.45064	11.24240	64.42560	0.01057	46.29555	40.18183	11.18102	36.16159	9.66778	8.03418	6.48644	14.90684	97.46197	98.40814	50.02653
2018-05-07 01:44:00	8630330696303481339	0.00000	6.98102	11.27538	14.52453	9.17798	8.82532	12.93096	13.92348	49.27312	0.00287	46.94037	32.30888	15.40598	88.15320	72.72466	85.47502	78.86633	94.03252	61.27968	60.74512	23.69932
2018-05-07 01:45:00	863033069630348503	0.00000	8.46838	5.70284	13.24672	17.47884	6.11496	12.64875	10.90712	55.96446	0.00005	54.51555	34.21917	72.71974	25.19864	5.00683	32.11088	44.51496	19.40356	10.83467	93.39086	8.03693
2018-05-07 01:46:00	359043379931766874	1.00000	14.64945	7.97164	5.27668	7.37358	7.88057	7.03549	11.61069	59.43465	0.00014	63.60408	52.98570	93.24096	65.74665	28.83212	4.56818	39.24876	28.13376	21.36994	8.77237	50.26227
2018-05-07 01:47:00	3590433799317661941	1.00000	8.08751	9.38965	13.97542	11.45983	14.31382	11.71751	12.89356	62.97935	0.00047	49.97379	52.97468	61.84550	36.37493	25.48949	33.12820	68.09140	59.39518	70.95798	94.22434	44.38185
2018-05-07 01:48:00	8630330696303481925	1.00000	11.43810	9.22269	9.53659	6.62595	9.83278	9.64403	11.44621	58.89633	0.00042	52.35219	65.36923	96.96426	66.50753	58.00619	8.70550	63.21135	3.79603	62.91029	83.71703	0.53071
2018-05-07 01:49:00	863033069630348453	0.00000	10.05248	11.47485	13.75254	10.92738	11.96608	13.15649	13.37566	59.61155	0.00348	33.08139	39.74046	2.36068	44.61463	52.20022	92.55871	8.12110	92.56068	27.32547	94.81830	70.44858
2018-05-07 01:50:00	863033069630348164	1.00000	6.07946	11.90574	6.60300	8.37838	19.54239	15.66562	13.38982	53.39619	0.00539	49.65804	62.58815	68.40256	65.16324	52.80112	45.92222	50.63804	16.02763	34.59302	84.45395	60.96831
2018-05-07 01:51:00	3590433799317662279	0.00000	9.35177	8.29626	13.18171	15.61441	8.19398	12.54866	11.73479	54.14570	0.00019	59.43623	25.10803	59.37412	51.02127	52.74517	29.21867	29.39853	97.04365	96.97086	33.95907	92.77678
2018-05-07 01:52:00	8630330696303481958	1.00000	14.88231	10.44655	7.09197	9.18814	9.27359	7.29375	12.16587	59.50479	0.00131	55.37631	44.37147	6.55158	48.11787	89.68511	22.30196	51.97707	95.29493	88.07769	56.60439	26.71161
